"NPA","CO Code (NXX)","Status","Exchange Area","Province","Company","OCN","Remarks"
584,881,"Available",,,,,
584,882,"Available",,,,,
584,883,"Available",,,,,
584,884,"Available",,,,,
584,885,"Available",,,,,
584,886,"Available",,,,,
584,887,"Available",,,,,
584,888,"In Service","Winnipeg","MB","Fido Solutions Inc.","5643",
584,889,"Available",,,,,
584,890,"Available",,,,,
584,891,"Available",,,,,
584,892,"Available",,,,,
584,893,"Available",,,,,
584,894,"Available",,,,,
584,895,"Available",,,,,
584,896,"Available",,,,,
584,897,"Available",,,,,
584,898,"Available",,,,,
584,899,"Available",,,,,
584,900,"Available",,,,,
584,901,"Available",,,,,
584,902,"Available",,,,,
584,903,"Available",,,,,
584,904,"Available",,,,,
584,905,"Available",,,,,
584,906,"Available",,,,,
584,907,"Available",,,,,
584,908,"Available",,,,,
584,909,"Available",,,,,
584,910,"Available",,,,,
584,911,"For Special Use",,,,,"Emergency Services"
584,912,"Available",,,,,
584,913,"Available",,,,,
584,914,"Available",,,,,
584,915,"Available",,,,,
584,916,"Available",,,,,
584,917,"Available",,,,,
584,918,"Available",,,,,
584,919,"Available",,,,,
584,920,"Available",,,,,
584,921,"Available",,,,,
584,922,"Available",,,,,
584,923,"Available",,,,,
584,924,"Available",,,,,
584,925,"Available",,,,,
584,926,"Available",,,,,
584,927,"Available",,,,,
584,928,"Available",,,,,
584,929,"Available",,,,,
584,930,"Available",,,,,
584,931,"Available",,,,,
584,932,"Available",,,,,
584,933,"Available",,,,,
584,934,"Available",,,,,
584,935,"Available",,,,,
584,936,"Available",,,,,
584,937,"Available",,,,,
584,938,"Available",,,,,
584,939,"Available",,,,,
584,940,"Available",,,,,
584,941,"Available",,,,,
584,942,"Available",,,,,
584,943,"Available",,,,,
584,944,"Available",,,,,
584,945,"Available",,,,,
584,946,"Available",,,,,
584,947,"Available",,,,,
584,948,"Available",,,,,
584,949,"Available",,,,,
584,950,"For Special Use",,,,,"F.G. 'B' Access"
584,951,"Available",,,,,
584,952,"Available",,,,,
584,953,"Available",,,,,
584,954,"Available",,,,,
584,955,"Available",,,,,
584,956,"Available",,,,,
584,957,"Available",,,,,
584,958,"Plant Test",,,,,"Plant Test Code"
584,959,"Plant Test",,,,,"Plant Test Code"
584,960,"Available",,,,,
584,961,"Available",,,,,
584,962,"Available",,,,,
584,963,"Available",,,,,
584,964,"Available",,,,,
584,965,"Available",,,,,
584,966,"Available",,,,,
584,967,"Available",,,,,
584,968,"Available",,,,,
584,969,"Available",,,,,
584,970,"Available",,,,,
584,971,"Available",,,,,
584,972,"Available",,,,,
584,973,"Available",,,,,
584,974,"Available",,,,,
584,975,"Available",,,,,
584,976,"For Special Use",,,,,"Pay per call service"
584,977,"Available",,,,,
584,978,"Available",,,,,
584,979,"Available",,,,,
584,980,"Available",,,,,
584,981,"Available",,,,,
584,982,"Available",,,,,
584,983,"Available",,,,,
584,984,"Available",,,,,
584,985,"Available",,,,,
584,986,"Available",,,,,
584,987,"Available",,,,,
584,988,"For Special Use",,,,,"Mental Health Crisis and Suicide Prevention Services"
584,989,"Available",,,,,
584,990,"Available",,,,,
584,991,"Available",,,,,
584,992,"Available",,,,,
584,993,"Available",,,,,
584,994,"Available",,,,,
584,995,"Available",,,,,
584,996,"Available",,,,,
584,997,"Available",,,,,
584,998,"Available",,,,,
584,999,"Assigned","Elm Creek","MB","IXICA Communications Inc.","812H",
587,200,"In Service","Sherwood Park","AB","Iristel Inc.","154E",
587,201,"In Service","Bonnyville","AB","TELUS Mobility","8301",
587,202,"In Service","Grande Prairie","AB","TELUS Mobility","8301",
587,203,"In Service","Crowsnest Pass","AB","Distributel","081E",
587,204,"In Service","Fort Macleod","AB","Distributel","081E",
587,205,"In Service","Peace River","AB","Iristel Inc.","154E",
587,206,"In Service","Stony Plain","AB","Iristel Inc.","154E",
587,207,"In Service","Hanna","AB","Iristel Inc.","154E",
587,208,"In Service","High River","AB","Iristel Inc.","154E",
587,209,"In Service","Hinton","AB","Iristel Inc.","154E",
587,210,"In Service","Lac La Biche","AB","Iristel Inc.","154E",
587,211,"For Special Use",,,,,"Public Information and Referral Services"
587,212,"In Service","Alberta Beach","AB","Distributel","081E",
587,213,"In Service","Evansburg","AB","Distributel","081E",
587,214,"In Service","Blackfalds","AB","Freedom Mobile Inc.","383F",
587,215,"In Service","Calgary","AB","TELUS Mobility","8301",
587,216,"In Service","Calgary","AB","TELUS Mobility","8301",
587,217,"In Service","Lloydminster","AB","TELUS Mobility","8301",
587,218,"In Service","Killam","AB","TELUS Mobility","8301",
587,219,"In Service","Coronation","AB","TELUS Mobility","8301",
587,220,"In Service","Lethbridge","AB","TELUS Mobility","8301",
587,221,"In Service","Cowley","AB","TELUS Mobility","8301",
587,222,"In Service","Banff","AB","TELUS Mobility","8301",
587,223,"In Service","Calgary","AB","TELUS Mobility","8301",
587,224,"In Service","Calgary","AB","TELUS Mobility","8301",
587,225,"In Service","Calgary","AB","TELUS Mobility","8301",
587,226,"In Service","Calgary","AB","TELUS Mobility","8301",
587,227,"In Service","Calgary","AB","TELUS Mobility","8301",
587,228,"In Service","Calgary","AB","TELUS Mobility","8301",
587,229,"In Service","Calgary","AB","TELUS Mobility","8301",
587,230,"In Service","Calgary","AB","TELUS","8084",
587,231,"In Service","Calgary","AB","TELUS","8084",
587,232,"In Service","Calgary","AB","TELUS","8084",
587,233,"In Service","Calgary","AB","TELUS","8084",
587,234,"In Service","St. Albert","AB","TELUS","8084",
587,235,"In Service","Sherwood Park","AB","TELUS","8084",
587,236,"In Service","Airdrie","AB","TELUS","8084",
587,237,"In Service","Beaumont","AB","TELUS","8084",
587,238,"In Service","Canmore","AB","TELUS","8084",
587,239,"In Service","Cochrane","AB","TELUS","8084",
587,240,"In Service","Devon","AB","TELUS","8084",
587,241,"In Service","Fort McMurray","AB","TELUS","8084",
587,242,"In Service","Fort Saskatchewan","AB","TELUS","8084",
587,243,"In Service","Grande Prairie","AB","TELUS","8084",
587,244,"In Service","High River","AB","TELUS","8084",
587,245,"In Service","Leduc","AB","TELUS","8084",
587,246,"In Service","Medicine Hat","AB","TELUS","8084",
587,247,"In Service","Morinville","AB","TELUS","8084",
587,248,"In Service","Okotoks","AB","TELUS","8084",
587,249,"In Service","Spruce Grove","AB","TELUS","8084",
587,250,"In Service","Stony Plain","AB","TELUS","8084",
587,251,"In Service","Strathmore","AB","TELUS","8084",
587,252,"In Service","St. Paul","AB","TELUS Mobility","8301",
587,253,"In Service","Medicine Hat","AB","TELUS Mobility","8301",
587,254,"In Service","Airdrie","AB","TELUS","8084",
587,255,"In Service","Czar","AB","TELUS Mobility","8301",
587,256,"In Service","Viking","AB","TELUS Mobility","8301",
587,257,"In Service","Lethbridge","AB","TELUS Mobility","8301",
587,258,"In Service","Fort McMurray","AB","TELUS","8084",
587,259,"In Service","Grande Prairie","AB","TELUS","8084",
587,260,"In Service","Camrose","AB","Bell West Inc.","2933",
587,261,"In Service","Peace River","AB","Bell West Inc.","2933",
587,262,"In Service","Vegreville","AB","Bell West Inc.","2933",
587,263,"In Service","Brooks","AB","Bell West Inc.","2933",
587,264,"In Service","Leduc","AB","Bell West Inc.","2933",
587,265,"In Service","Westlock","AB","Bell West Inc.","2933",
587,266,"In Service","Slave Lake","AB","Bell West Inc.","2933",
587,267,"In Service","Edson","AB","Bell West Inc.","2933",
587,268,"In Service","Stony Plain","AB","Bell West Inc.","2933",
587,269,"In Service","Sherwood Park","AB","Shaw Telecom Inc.","497E",
587,270,"In Service","Brooks","AB","Shaw Telecom Inc.","497E",
587,271,"In Service","Raymond","AB","Shaw Telecom Inc.","497E",
587,272,"In Service","Red Deer","AB","Shaw Telecom Inc.","497E",
587,273,"In Service","Red Deer","AB","Shaw Telecom Inc.","497E",
587,274,"In Service","Leduc","AB","Shaw Telecom Inc.","497E",
587,275,"In Service","Fort McMurray","AB","Shaw Telecom Inc.","497E",
587,276,"In Service","Fort McMurray","AB","Shaw Telecom Inc.","497E",
587,277,"In Service","Drayton Valley","AB","TELUS Mobility","8301",
587,278,"In Service","Claresholm","AB","TELUS Mobility","8301",
587,279,"In Service","Red Earth","AB","TELUS Mobility","8301",
587,280,"In Service","Vegreville","AB","TELUS Mobility","8301",
587,281,"In Service","Wainwright","AB","TELUS Mobility","8301",
587,282,"In Service","Stettler","AB","TELUS Mobility","8301",
587,283,"In Service","Gift Lake","AB","TELUS Mobility","8301",
587,284,"In Service","Calgary","AB","TELUS Mobility","8301",
587,285,"In Service","Fort Saskatchewan","AB","Shaw Telecom Inc.","497E",
587,286,"In Service","Spruce Grove","AB","Shaw Telecom Inc.","497E",
587,287,"In Service","Calgary","AB","Fibernetics Corporation","464D",
587,288,"In Service","Calgary","AB","Fibernetics Corporation","464D",
587,289,"In Service","Medicine Hat","AB","Shaw Telecom Inc.","497E",
587,290,"In Service","St. Albert","AB","Shaw Telecom Inc.","497E",
587,291,"In Service","Calgary","AB","TELUS","8084",
587,292,"In Service","Fort Mackay","AB","TELUS","8084",
587,293,"In Service","Calgary","AB","TELUS","8084",
587,294,"In Service","Westlock","AB","TELUS","8084",
587,295,"In Service","Calgary","AB","TELUS","8084",
587,296,"In Service","Calgary","AB","TELUS","8084",
587,297,"In Service","Grande Prairie","AB","TELUS Mobility","8301",
587,298,"In Service","Grande Prairie","AB","TELUS Mobility","8301",
587,299,"In Service","Grande Prairie","AB","TELUS","8084",
587,300,"In Service","High Level","AB","Rogers Communications Canada Inc. (Wireless)","8821",
587,301,"In Service","Swan Hills","AB","Rogers Communications Canada Inc. (Wireless)","8821",
587,302,"In Service","High Level","AB","Rogers Communications Canada Inc. (Wireless)","8821",
587,303,"In Service","High Level","AB","Rogers Communications Canada Inc. (Wireless)","8821",
587,304,"In Service","Swan Hills","AB","Rogers Communications Canada Inc. (Wireless)","8821",
587,305,"In Service","Stony Plain","AB","Distributel","081E",
587,306,"In Service","Red Deer","AB","Freedom Mobile Inc.","383F",
587,307,"In Service","Beaumont","AB","Bell West Inc.","2933",
587,308,"In Service","Beaverlodge","AB","Bell West Inc.","2933",
587,309,"In Service","Crossfield","AB","Bell West Inc.","2933",
587,310,"Moratorium on Assignment",,,,,
587,311,"For Special Use",,,,,"Non-Emergency Municipal Government Services"
587,312,"In Service","Lacombe","AB","Bell West Inc.","2933",
587,313,"In Service","Keephills","AB","Distributel","081E",
587,314,"In Service","Onoway","AB","Distributel","081E",
587,315,"In Service","Calgary","AB","Iristel Inc.","154E",
587,316,"In Service","Calgary","AB","Iristel Inc.","154E",
587,317,"In Service","Calgary","AB","Iristel Inc.","154E",
587,318,"In Service","Calgary","AB","Iristel Inc.","154E",
587,319,"In Service","Calgary","AB","Iristel Inc.","154E",
587,320,"In Service","Calgary","AB","Iristel Inc.","154E",
587,321,"In Service","Three Hills","AB","TELUS Mobility","8301",
587,322,"In Service","Camrose","AB","TELUS Mobility","8301",
587,323,"In Service","Calgary","AB","Iristel Inc.","154E",
587,324,"In Service","Calgary","AB","Iristel Inc.","154E",
587,325,"In Service","Calgary","AB","Iristel Inc.","154E",
587,326,"In Service","Calgary","AB","Iristel Inc.","154E",
587,327,"In Service","Calgary","AB","Iristel Inc.","154E",
587,328,"In Service","Calgary","AB","Iristel Inc.","154E",
587,329,"In Service","Calgary","AB","Iristel Inc.","154E",
587,330,"In Service","Calgary","AB","Iristel Inc.","154E",
587,331,"In Service","Calgary","AB","Iristel Inc.","154E",
587,332,"In Service","Calgary","AB","Iristel Inc.","154E",
587,333,"In Service","Calgary","AB","Iristel Inc.","154E",
587,334,"In Service","Edmonton","AB","Bell Mobility","6574",
587,335,"In Service","Edmonton","AB","Bell Mobility","6574",
587,336,"In Service","Edmonton","AB","Bell Mobility","6574",
587,337,"In Service","Edmonton","AB","Bell Mobility","6574",
587,338,"In Service","Edmonton","AB","Bell Mobility","6574",
587,339,"In Service","Grand Centre","AB","Bell West Inc.","2933",
587,340,"In Service","Edmonton","AB","Bell Mobility","6574",
587,341,"In Service","Edmonton","AB","Bell Mobility","6574",
587,342,"In Service","Taber","AB","Bell West Inc.","2933",
587,343,"In Service","Grande Prairie","AB","Bell Mobility","6574",
587,344,"In Service","Sylvan Lake","AB","Bell West Inc.","2933",
587,345,"In Service","Edmonton International Airport","AB","Bell West Inc.","2933",
587,346,"In Service","Edmonton","AB","Bell Mobility","6574",
587,347,"In Service","Jasper","AB","Bell West Inc.","2933",
587,348,"In Service","Grande Prairie","AB","Bell Mobility","6574",
587,349,"In Service","Calgary","AB","Shaw Telecom Inc.","497E",
587,350,"In Service","Calgary","AB","Shaw Telecom Inc.","497E",
587,351,"In Service","Calgary","AB","Shaw Telecom Inc.","497E",
587,352,"In Service","Calgary","AB","Shaw Telecom Inc.","497E",
587,353,"In Service","Calgary","AB","Shaw Telecom Inc.","497E",
587,354,"In Service","Calgary","AB","Shaw Telecom Inc.","497E",
587,355,"In Service","Calgary","AB","Iristel Inc.","154E",
587,356,"In Service","Calgary","AB","Shaw Telecom Inc.","497E",
587,357,"In Service","Edmonton","AB","Bell Mobility","6574",
587,358,"In Service","Calgary","AB","Shaw Telecom Inc.","497E",
587,359,"In Service","Tofield","AB","Bell West Inc.","2933",
587,360,"In Service","Airdrie","AB","Shaw Telecom Inc.","497E",
587,361,"In Service","Canmore","AB","Shaw Telecom Inc.","497E",
587,362,"In Service","Cochrane","AB","Shaw Telecom Inc.","497E",
587,363,"In Service","High River","AB","Shaw Telecom Inc.","497E",
587,364,"In Service","Okotoks","AB","Shaw Telecom Inc.","497E",
587,365,"In Service","Strathmore","AB","Shaw Telecom Inc.","497E",
587,366,"In Service","Medicine Hat","AB","Bell Mobility","6574",
587,367,"In Service","Carstairs","AB","Bell West Inc.","2933",
587,368,"In Service","Langdon","AB","Bell West Inc.","2933",
587,369,"In Service","Sexsmith","AB","Bell West Inc.","2933",
587,370,"In Service","Lethbridge","AB","Bell Mobility","6574",
587,371,"In Service","Calgary","AB","Bell Mobility","6574",
587,372,"In Service","Edmonton","AB","TELUS Mobility","8301",
587,373,"In Service","Arrowwood","AB","IXICA Communications Inc.","812H",
587,374,"In Service","Fort McMurray","AB","Iristel Inc.","154E",
587,375,"In Service","Calmar","AB","Bell West Inc.","2933",
587,376,"In Service","Thorsby","AB","Bell West Inc.","2933",
587,377,"In Service","Red Deer","AB","Bell Mobility","6574",
587,378,"In Service","Red Deer","AB","Bell Mobility","6574",
587,379,"In Service","Cardston","AB","Bell West Inc.","2933",
587,380,"In Service","Coaldale","AB","Bell West Inc.","2933",
587,381,"In Service","Cold Lake","AB","Bell West Inc.","2933",
587,382,"In Service","Rimbey","AB","Bell West Inc.","2933",
587,383,"In Service","Athabasca","AB","Bell West Inc.","2933",
587,384,"In Service","Edmonton","AB","Rogers Communications Canada Inc. (Wireless)","8821",
587,385,"In Service","Edmonton","AB","Bell Mobility","6574",
587,386,"In Service","Camrose","AB","Bragg Communications Inc.","4878",
587,387,"In Service","Calgary","AB","Distributel","081E",
587,388,"In Service","Lethbridge","AB","Comwave Networks","160G",
587,389,"In Service","Lloydminster","AB","Bell West Inc.","2933",
587,390,"In Service","Calgary","AB","Shaw Telecom Inc.","497E",
587,391,"In Service","Calgary","AB","Shaw Telecom Inc.","497E",
587,392,"In Service","Calgary","AB","Shaw Telecom Inc.","497E",
587,393,"In Service","Calgary","AB","Shaw Telecom Inc.","497E",
587,394,"In Service","Lethbridge","AB","Bell Mobility","6574",
587,395,"In Service","Beiseker","AB","IXICA Communications Inc.","812H",
587,396,"In Service","Blackie","AB","IXICA Communications Inc.","812H",
587,397,"In Service","Calgary","AB","Bell Mobility","6574",
587,398,"In Service","Bonnyville","AB","Bell Mobility","6574",
587,399,"In Service","Lloydminster","AB","Bell Mobility","6574",
587,400,"In Service","Edmonton","AB","Iristel Inc.","154E",
587,401,"In Service","Edmonton","AB","Iristel Inc.","154E",
587,402,"In Service","Edmonton","AB","Iristel Inc.","154E",
587,403,"Not Available",,,,,"Home NPA"
587,404,"In Service","Edmonton","AB","Iristel Inc.","154E",
587,405,"In Service","Edmonton","AB","Iristel Inc.","154E",
587,406,"In Service","St. Paul","AB","Iristel Inc.","154E",
587,407,"In Service","Edmonton","AB","Iristel Inc.","154E",
587,408,"In Service","Edmonton","AB","Iristel Inc.","154E",
587,409,"In Service","Edmonton","AB","Iristel Inc.","154E",
587,410,"In Service","Edmonton","AB","Iristel Inc.","154E",
587,411,"For Special Use",,,,,"Directory Assistance"
587,412,"In Service","Edmonton","AB","Iristel Inc.","154E",
587,413,"In Service","Edmonton","AB","Iristel Inc.","154E",
587,414,"In Service","Edmonton","AB","Iristel Inc.","154E",
587,415,"In Service","Edmonton","AB","Iristel Inc.","154E",
587,416,"In Service","Edmonton","AB","Iristel Inc.","154E",
587,417,"In Service","Claresholm","AB","Iristel Inc.","154E",
587,418,"In Service","Coaldale","AB","Iristel Inc.","154E",
587,419,"In Service","Drumheller","AB","Iristel Inc.","154E",
587,420,"In Service","Barons","AB","Distributel","081E",
587,421,"In Service","Brocket","AB","Distributel","081E",
587,422,"In Service","Cardston","AB","Distributel","081E",
587,423,"In Service","Peace River","AB","Bragg Communications Inc.","4878",
587,424,"In Service","Claresholm","AB","Distributel","081E",
587,425,"In Service","Lethbridge","AB","Shaw Telecom Inc.","497E",
587,426,"In Service","Seba Beach","AB","Distributel","081E",
587,427,"In Service","Wabamun","AB","Distributel","081E",
587,428,"In Service","Carstairs","AB","IXICA Communications Inc.","812H",
587,429,"In Service","Calgary","AB","Freedom Mobile Inc.","787G",
587,430,"In Service","Calgary","AB","Comwave Networks","160G",
587,431,"In Service","Cayley","AB","IXICA Communications Inc.","812H",
587,432,"In Service","Calgary","AB","Bell Mobility","6574",
587,433,"In Service","Calgary","AB","Bell Mobility","6574",
587,434,"In Service","Calgary","AB","Bell Mobility","6574",
587,435,"In Service","Calgary","AB","Bell Mobility","6574",
587,436,"In Service","Calgary","AB","Bell Mobility","6574",
587,437,"In Service","Calgary","AB","Bell Mobility","6574",
587,438,"In Service","Calgary","AB","Bell Mobility","6574",
587,439,"In Service","Calgary","AB","Bell Mobility","6574",
587,440,"In Service","Calgary","AB","IXICA Communications Inc.","812H",
587,441,"In Service","Calgary","AB","Zayo Canada Inc.","8304",
587,442,"In Service","Edmonton","AB","Zayo Canada Inc.","8304",
587,443,"In Service","Calgary","AB","Zayo Canada Inc.","8304",
587,444,"In Service","Sundre","AB","TELUS Mobility","8301",
587,445,"In Service","Calgary","AB","TELUS Mobility","8301",
587,446,"In Service","Edmonton","AB","TELUS Mobility","8301",
587,447,"In Service","Red Deer","AB","TELUS Mobility","8301",
587,448,"In Service","Medicine Hat","AB","TELUS Mobility","8301",
587,449,"In Service","Airdrie","AB","TELUS","8084",
587,450,"In Service","Fort McMurray","AB","Shaw Telecom Inc.","497E",
587,451,"In Service","Barrhead","AB","TELUS","8084",
587,452,"In Service","Fort McMurray","AB","TELUS","8084",
587,453,"In Service","Leduc","AB","TELUS","8084",
587,454,"In Service","Edmonton","AB","TELUS","8084",
587,455,"In Service","Edmonton","AB","TELUS","8084",
587,456,"In Service","Sherwood Park","AB","TELUS","8084",
587,457,"In Service","Red Deer","AB","TELUS","8084",
587,458,"In Service","Edmonton","AB","TELUS","8084",
587,459,"In Service","Edmonton","AB","TELUS","8084",
587,460,"In Service","Edmonton","AB","TELUS","8084",
587,461,"In Service","Spruce Grove","AB","TELUS","8084",
587,462,"In Service","Edmonton","AB","TELUS","8084",
587,463,"In Service","Edmonton","AB","TELUS","8084",
587,464,"In Service","Drayton Valley","AB","TELUS","8084",
587,465,"In Service","St. Paul","AB","TELUS","8084",
587,466,"In Service","Edson","AB","TELUS","8084",
587,467,"In Service","Hinton","AB","TELUS","8084",
587,468,"In Service","Wetaskiwin","AB","TELUS","8084",
587,469,"In Service","Edmonton","AB","TELUS","8084",
587,470,"In Service","Calgary","AB","TELUS","8084",
587,471,"In Service","Calgary","AB","TELUS","8084",
587,472,"In Service","Calgary","AB","TELUS","8084",
587,473,"In Service","Edmonton","AB","TELUS","8084",
587,474,"In Service","Beaumont","AB","TELUS","8084",
587,475,"In Service","Calgary","AB","TELUS","8084",
587,476,"In Service","Calgary","AB","TELUS","8084",
587,477,"In Service","Fort McMurray","AB","TELUS","8084",
587,478,"In Service","Anzac","AB","TELUS","8084",
587,479,"In Service","Peace River","AB","TELUS","8084",
587,480,"In Service","Calgary","AB","TELUS","8084",
587,481,"In Service","Calgary","AB","TELUS","8084",
587,482,"In Service","Calgary","AB","TELUS","8084",
587,483,"In Service","Calgary","AB","TELUS","8084",
587,484,"In Service","Innisfail","AB","TELUS","8084",
587,485,"In Service","Morinville","AB","TELUS","8084",
587,486,"In Service","Lethbridge","AB","TELUS","8084",
587,487,"In Service","Edmonton","AB","Fibernetics Corporation","464D",
587,488,"In Service","Edmonton","AB","TELUS","8084",
587,489,"In Service","Edmonton","AB","TELUS","8084",
587,490,"In Service","Edmonton","AB","TELUS","8084",
587,491,"In Service","Cold Lake","AB","TELUS","8084",
587,492,"In Service","Lloydminster","AB","TELUS","8084",
587,493,"In Service","Cochrane","AB","TELUS","8084",
587,494,"In Service","Taber","AB","TELUS","8084",
587,495,"In Service","Grande Prairie","AB","TELUS","8084",
587,496,"In Service","Calgary","AB","TELUS","8084",
587,497,"In Service","Edmonton","AB","TELUS","8084",
587,498,"In Service","Edmonton","AB","TELUS","8084",
587,499,"In Service","Edmonton","AB","TELUS","8084",
587,500,"In Service","Calgary","AB","Freedom Mobile Inc.","383F",
587,501,"In Service","Edmonton","AB","Freedom Mobile Inc.","787G",
587,502,"In Service","Acme","AB","Distributel","081E",
587,503,"In Service","Airdrie","AB","Distributel","081E",
587,504,"In Service","Arrowwood","AB","Distributel","081E",
587,505,"In Service","Banff","AB","Distributel","081E",
587,506,"In Service","Beiseker","AB","Distributel","081E",
587,507,"In Service","Blackfalds","AB","Iristel Inc.","154E",
587,508,"In Service","Blackie","AB","Distributel","081E",
587,509,"In Service","Bragg Creek","AB","Distributel","081E",
587,510,"In Service","Canmore","AB","Distributel","081E",
587,511,"For Special Use",,,,,"Weather and Traveller Information Services"
587,512,"In Service","Carstairs","AB","Distributel","081E",
587,513,"In Service","Cayley","AB","Distributel","081E",
587,514,"In Service","Champion","AB","Distributel","081E",
587,515,"In Service","Cochrane","AB","Distributel","081E",
587,516,"In Service","Slave Lake","AB","TELUS Mobility","8301",
587,517,"In Service","Cremona","AB","Distributel","081E",
587,518,"In Service","Crossfield","AB","Distributel","081E",
587,519,"In Service","Exshaw","AB","Distributel","081E",
587,520,"In Service","Edmonton","AB","Shaw Telecom Inc.","497E",
587,521,"In Service","Edmonton","AB","Shaw Telecom Inc.","497E",
587,522,"In Service","Coaldale","AB","Freedom Mobile Inc.","383F",
587,523,"In Service","Edmonton","AB","Shaw Telecom Inc.","497E",
587,524,"In Service","Edmonton","AB","Shaw Telecom Inc.","497E",
587,525,"In Service","Edmonton","AB","Shaw Telecom Inc.","497E",
587,526,"In Service","Edmonton","AB","Shaw Telecom Inc.","497E",
587,527,"In Service","Gleichen","AB","Distributel","081E",
587,528,"In Service","High River","AB","Distributel","081E",
587,529,"In Service","Hussar","AB","Distributel","081E",
587,530,"In Service","Irricana","AB","Distributel","081E",
587,531,"In Service","Kananaskis","AB","Distributel","081E",
587,532,"In Service","Edmonton","AB","Bell Mobility","6574",
587,533,"In Service","Calgary","AB","TELUS","8084",
587,534,"In Service","Calgary","AB","TELUS","8084",
587,535,"In Service","Calgary","AB","TELUS","8084",
587,536,"In Service","Fort McMurray","AB","TELUS","8084",
587,537,"In Service","Fort McMurray","AB","TELUS","8084",
587,538,"In Service","Calgary","AB","TELUS","8084",
587,539,"In Service","Fort McMurray","AB","TELUS","8084",
587,540,"In Service","Olds","AB","Bell West Inc.","2933",
587,541,"In Service","Nisku","AB","Bell West Inc.","2933",
587,542,"In Service","Innisfail","AB","Bell West Inc.","2933",
587,543,"In Service","Fort McMurray","AB","Comwave Networks","160G",
587,544,"In Service","Champion","AB","IXICA Communications Inc.","812H",
587,545,"In Service","Edmonton","AB","Bell Mobility","6574",
587,546,"In Service","Lake Louise","AB","Distributel","081E",
587,547,"In Service","Langdon","AB","Distributel","081E",
587,548,"In Service","Lomond","AB","Distributel","081E",
587,549,"In Service","Longview","AB","Distributel","081E",
587,550,"In Service","Milo","AB","Distributel","081E",
587,551,"In Service","Cochrane","AB","IXICA Communications Inc.","812H",
587,552,"In Service","Cremona","AB","IXICA Communications Inc.","812H",
587,553,"In Service","Crossfield","AB","IXICA Communications Inc.","812H",
587,554,"In Service","Medicine Hat","AB","TELUS","8084",
587,555,"For Special Use",,,,,"Universal Information"
587,556,"In Service","Exshaw","AB","IXICA Communications Inc.","812H",
587,557,"In Service","Edmonton","AB","Fibernetics Corporation","464D",
587,558,"In Service","Morley","AB","Distributel","081E",
587,559,"In Service","Nanton","AB","Distributel","081E",
587,560,"In Service","Okotoks","AB","Distributel","081E",
587,561,"In Service","Rockyford","AB","Distributel","081E",
587,562,"In Service","Standard","AB","Distributel","081E",
587,563,"In Service","Stavely","AB","Distributel","081E",
587,564,"In Service","Strathmore","AB","Distributel","081E",
587,565,"In Service","Turner Valley","AB","Distributel","081E",
587,566,"In Service","Edmonton","AB","Freedom Mobile Inc.","787G",
587,567,"In Service","Vulcan","AB","Distributel","081E",
587,568,"In Service","Edmonton","AB","Freedom Mobile Inc.","787G",
587,569,"In Service","Gleichen","AB","IXICA Communications Inc.","812H",
587,570,"In Service","St. Albert","AB","Iristel Inc.","154E",
587,571,"In Service","Grande Prairie","AB","Iristel Inc.","154E",
587,572,"In Service","Calgary","AB","TELUS Mobility","8301",
587,573,"In Service","Calgary","AB","TELUS Mobility","8301",
587,574,"In Service","Calgary","AB","TELUS Mobility","8301",
587,575,"In Service","Calgary","AB","TELUS Mobility","8301",
587,576,"In Service","Calgary","AB","TELUS Mobility","8301",
587,577,"In Service","Calgary","AB","TELUS Mobility","8301",
587,578,"In Service","Calgary","AB","TELUS Mobility","8301",
587,579,"In Service","Calgary","AB","TELUS Mobility","8301",
587,580,"In Service","Calgary","AB","TELUS Mobility","8301",
587,581,"In Service","Calgary","AB","TELUS Mobility","8301",
587,582,"In Service","Calgary","AB","TELUS Mobility","8301",
587,583,"In Service","Calgary","AB","TELUS Mobility","8301",
587,584,"In Service","Calgary","AB","TELUS Mobility","8301",
587,585,"In Service","Calgary","AB","TELUS Mobility","8301",
587,586,"In Service","Calgary","AB","TELUS Mobility","8301",
587,587,"Not Available",,,,,"Home NPA"
587,588,"In Service","Edmonton","AB","TELUS Mobility","8301",
587,589,"In Service","Edmonton","AB","TELUS Mobility","8301",
587,590,"In Service","Edmonton","AB","TELUS Mobility","8301",
587,591,"In Service","Edmonton","AB","TELUS Mobility","8301",
587,592,"In Service","Edmonton","AB","TELUS Mobility","8301",
587,593,"In Service","Hay Lakes","AB","TELUS Mobility","8301",
587,594,"In Service","Edmonton","AB","TELUS Mobility","8301",
587,595,"In Service","Calgary","AB","TELUS Mobility","8301",
587,596,"In Service","Edmonton","AB","TELUS Mobility","8301",
587,597,"In Service","Edmonton","AB","TELUS Mobility","8301",
587,598,"In Service","Edmonton","AB","TELUS Mobility","8301",
587,599,"In Service","Edmonton","AB","TELUS Mobility","8301",
587,600,"In Service","Airdrie","AB","Iristel Inc.","154E",
587,601,"In Service","Fort McMurray","AB","Iristel Inc.","154E",
587,602,"In Service","Airdrie","AB","Iristel Inc.","154E",
587,603,"In Service","Anzac","AB","Iristel Inc.","154E",
587,604,"In Service","Fort McMurray","AB","Iristel Inc.","154E",
587,605,"In Service","Lloydminster","AB","Iristel Inc.","154E",
587,606,"In Service","Vermilion","AB","Iristel Inc.","154E",
